Date, Hveg, thres_veg_1, thres_veg_2, LSAI, canopy fraction, decay coeff, snow burial coeff, root depth, min stomatal res
07/11/2011 00:00, 70.04,  0.00,  0.00,  0.70,  0.30,  2.50,  1.00,300.00, 30.00
08/11/2011 00:00, 69.49,  0.00,  0.00,  0.69,  0.29,  2.50,  1.00,300.00, 30.00
09/11/2011 00:00, 68.65,  0.00,  0.00,  0.69,  0.29,  2.50,  1.00,300.00, 30.00
10/11/2011 00:00, 69.87,  0.00,  0.00,  0.70,  0.29,  2.50,  1.00,300.00, 30.00
11/11/2011 00:00, 71.09,  0.00,  0.00,  0.71,  0.30,  2.50,  1.00,300.00, 30.00
12/11/2011 00:00, 71.98,  0.00,  0.00,  0.72,  0.30,  2.50,  1.00,300.00, 30.00
13/11/2011 00:00, 73.38,  0.00,  0.00,  0.73,  0.31,  2.50,  1.00,300.00, 30.00
14/11/2011 00:00, 74.42,  0.00,  0.00,  0.74,  0.31,  2.50,  1.00,300.00, 30.00
15/11/2011 00:00, 75.32,  0.00,  0.00,  0.75,  0.31,  2.50,  1.00,300.00, 30.00
16/11/2011 00:00, 76.17,  0.00,  0.00,  0.76,  0.32,  2.50,  1.00,300.00, 30.00
17/11/2011 00:00, 76.37,  0.00,  0.00,  0.76,  0.32,  2.50,  1.00,300.00, 30.00
18/11/2011 00:00, 76.63,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
19/11/2011 00:00, 76.87,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
20/11/2011 00:00, 76.85,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
21/11/2011 00:00, 77.02,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
22/11/2011 00:00, 76.89,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
23/11/2011 00:00, 76.59,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
24/11/2011 00:00, 77.02,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
25/11/2011 00:00, 77.93,  0.00,  0.00,  0.78,  0.32,  2.50,  1.00,300.00, 30.00
26/11/2011 00:00, 78.46,  0.00,  0.00,  0.78,  0.32,  2.50,  1.00,300.00, 30.00
27/11/2011 00:00, 79.59,  0.00,  0.00,  0.80,  0.33,  2.50,  1.00,300.00, 30.00
28/11/2011 00:00, 80.93,  0.00,  0.00,  0.81,  0.33,  2.50,  1.00,300.00, 30.00
29/11/2011 00:00, 82.09,  0.00,  0.00,  0.82,  0.34,  2.50,  1.00,300.00, 30.00
30/11/2011 00:00, 82.08,  0.00,  0.00,  0.82,  0.34,  2.50,  1.00,300.00, 30.00
01/12/2011 00:00, 82.20,  0.00,  0.00,  0.82,  0.34,  2.50,  1.00,300.00, 30.00
02/12/2011 00:00, 81.92,  0.00,  0.00,  0.82,  0.34,  2.50,  1.00,300.00, 30.00
03/12/2011 00:00, 81.17,  0.00,  0.00,  0.81,  0.33,  2.50,  1.00,300.00, 30.00
04/12/2011 00:00, 80.43,  0.00,  0.00,  0.80,  0.33,  2.50,  1.00,300.00, 30.00
05/12/2011 00:00, 79.50,  0.00,  0.00,  0.80,  0.33,  2.50,  1.00,300.00, 30.00
06/12/2011 00:00, 78.88,  0.00,  0.00,  0.79,  0.33,  2.50,  1.00,300.00, 30.00
07/12/2011 00:00, 77.84,  0.00,  0.00,  0.78,  0.32,  2.50,  1.00,300.00, 30.00
08/12/2011 00:00, 76.81,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
09/12/2011 00:00, 76.76,  0.00,  0.00,  0.77,  0.32,  2.50,  1.00,300.00, 30.00
10/12/2011 00:00, 75.76,  0.00,  0.00,  0.76,  0.32,  2.50,  1.00,300.00, 30.00
11/12/2011 00:00, 75.18,  0.00,  0.00,  0.75,  0.31,  2.50,  1.00,300.00, 30.00
12/12/2011 00:00, 74.41,  0.00,  0.00,  0.74,  0.31,  2.50,  1.00,300.00, 30.00
13/12/2011 00:00, 73.43,  0.00,  0.00,  0.73,  0.31,  2.50,  1.00,300.00, 30.00
14/12/2011 00:00, 72.52,  0.00,  0.00,  0.73,  0.30,  2.50,  1.00,300.00, 30.00
15/12/2011 00:00, 71.64,  0.00,  0.00,  0.72,  0.30,  2.50,  1.00,300.00, 30.00
16/12/2011 00:00, 70.69,  0.00,  0.00,  0.71,  0.30,  2.50,  1.00,300.00, 30.00
17/12/2011 00:00, 69.83,  0.00,  0.00,  0.70,  0.29,  2.50,  1.00,300.00, 30.00
18/12/2011 00:00, 69.02,  0.00,  0.00,  0.69,  0.29,  2.50,  1.00,300.00, 30.00
19/12/2011 00:00, 68.25,  0.00,  0.00,  0.68,  0.29,  2.50,  1.00,300.00, 30.00
20/12/2011 00:00, 67.52,  0.00,  0.00,  0.68,  0.29,  2.50,  1.00,300.00, 30.00
21/12/2011 00:00, 66.81,  0.00,  0.00,  0.67,  0.28,  2.50,  1.00,300.00, 30.00
22/12/2011 00:00, 65.97,  0.00,  0.00,  0.66,  0.28,  2.50,  1.00,300.00, 30.00
23/12/2011 00:00, 65.17,  0.00,  0.00,  0.65,  0.28,  2.50,  1.00,300.00, 30.00
24/12/2011 00:00, 65.62,  0.00,  0.00,  0.66,  0.28,  2.50,  1.00,300.00, 30.00
25/12/2011 00:00, 64.75,  0.00,  0.00,  0.65,  0.28,  2.50,  1.00,300.00, 30.00
26/12/2011 00:00, 63.93,  0.00,  0.00,  0.64,  0.27,  2.50,  1.00,300.00, 30.00
27/12/2011 00:00, 63.71,  0.00,  0.00,  0.64,  0.27,  2.50,  1.00,300.00, 30.00
28/12/2011 00:00, 63.18,  0.00,  0.00,  0.63,  0.27,  2.50,  1.00,300.00, 30.00
29/12/2011 00:00, 62.83,  0.00,  0.00,  0.63,  0.27,  2.50,  1.00,300.00, 30.00
30/12/2011 00:00, 62.14,  0.00,  0.00,  0.62,  0.27,  2.50,  1.00,300.00, 30.00
31/12/2011 00:00, 61.42,  0.00,  0.00,  0.61,  0.26,  2.50,  1.00,300.00, 30.00
